fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
6/30/2020,USD,1729000000,3335000000,1606000000,915000000,1707000000,1461000000,None,1628000000,8000000,-101000000,18000000,101000000,5093000000,1000000,None,145000000,1693000000,270000000,101000000,1420000000,1456000000,1707000000,1939000000,1423000000,MA
3/31/2020,USD,2217000000,4009000000,1792000000,962000000,2211000000,1648000000,None,1798000000,16000000,-69000000,227000000,69000000,5988000000,3000000,None,144000000,1988000000,294000000,69000000,1519000000,1288000000,2211000000,2201000000,1694000000,MA
12/31/2019,USD,4414000000,4414000000,2015000000,936000000,2399000000,1869000000,None,2015000000,20000000,-64000000,75000000,64000000,6889000000,1000000,None,146000000,2475000000,375000000,64000000,2399000000,2100000000,2399000000,2685000000,2100000000,MA
9/30/2019,USD,2655000000,4467000000,1812000000,937000000,2655000000,1675000000,None,1812000000,26000000,-63000000,137000000,63000000,6557000000,16000000,None,137000000,2533000000,426000000,63000000,2108000000,1979000000,2655000000,2733000000,2107000000,MA
6/30/2019,USD,2397000000,4113000000,1716000000,853000000,2397000000,1594000000,None,1716000000,24000000,-51000000,116000000,51000000,6069000000,6000000,None,122000000,2524000000,471000000,51000000,2048000000,1996000000,2397000000,2697000000,2053000000,MA
3/31/2019,USD,2213000000,3889000000,1676000000,811000000,2213000000,1559000000,None,1676000000,27000000,-46000000,14000000,46000000,5632000000,4000000,None,117000000,2202000000,341000000,46000000,1862000000,1906000000,2213000000,2365000000,1861000000,MA
12/31/2018,USD,3807000000,3807000000,1816000000,843000000,1234000000,1703000000,None,2573000000,43000000,-47000000,None,47000000,5778000000,-15000000,None,113000000,1215000000,316000000,47000000,1234000000,899000000,1234000000,1375000000,899000000,MA
9/30/2018,USD,2316000000,3898000000,1582000000,822000000,2287000000,1471000000,None,1611000000,31000000,-48000000,None,48000000,5633000000,-6000000,None,111000000,2264000000,365000000,48000000,1899000000,1861000000,2287000000,2423000000,1899000000,MA
6/30/2018,USD,7463000000,3665000000,1504000000,797000000,1936000000,1389000000,None,1729000000,31000000,-48000000,None,48000000,5350000000,3000000,None,115000000,1922000000,353000000,48000000,1569000000,1310000000,1936000000,2085000000,1569000000,MA
3/31/2023,USD,20467000000,50793000000,30326000000,29407000000,13565000000,881000000,None,6936000000,None,-115000000,1473000000,115000000,48785000000,None,None,3500000,9488000000,2914000000,115000000,8193000000,6631000000,9603000000,9637500000,6574000000,CVX
12/31/2022,USD,18239000000,56473000000,38234000000,34674000000,10384000000,1454000000,None,7768000000,None,-237000000,1500000000,237000000,53502000000,None,None,4800000000,9783000000,3430000000,237000000,7967000000,6728000000,10020000000,14731000000,6353000000,CVX
9/30/2022,USD,27318000000,66644000000,39326000000,38090000000,19933000000,1028000000,None,7385000000,None,-128000000,2282000000,128000000,63508000000,None,None,4200000000,14802000000,3571000000,128000000,11229000000,11549000000,14930000000,19137000000,11231000000,CVX
6/30/2022,USD,27909000000,68762000000,40853000000,40003000000,20728000000,863000000,None,7181000000,None,-129000000,2338000000,129000000,65372000000,None,None,3700000000,15910000000,4288000000,129000000,11712000000,11783000000,16039000000,19832000000,11622000000,CVX
3/31/2022,USD,20693000000,54373000000,33680000000,33411000000,14088000000,967000000,None,6506000000,None,-136000000,1949000000,136000000,52165000000,None,None,3700000000,9036000000,2777000000,136000000,8362000000,6496000000,9172000000,12890000000,6259000000,CVX
12/31/2021,USD,17785000000,48129000000,30344000000,30218000000,11007000000,1271000000,None,6158000000,None,-218000000,1502000000,218000000,45408000000,None,None,4813000000,6958000000,1903000000,478000000,6739000000,5584000000,7176000000,11926000000,5055000000,CVX
9/30/2021,USD,20119000000,44710000000,24591000000,23834000000,14109000000,657000000,None,6010000000,None,-174000000,1473000000,174000000,42552000000,None,None,4304000000,8051000000,1940000000,174000000,6120000000,5988000000,8225000000,12529000000,6111000000,CVX
6/30/2021,USD,15707000000,37597000000,21890000000,20629000000,9712000000,1096000000,None,5995000000,None,-185000000,1257000000,185000000,36117000000,None,None,4522000000,4410000000,1328000000,185000000,3090000000,3373000000,4595000000,9117000000,3082000000,CVX
3/31/2021,USD,13134000000,32029000000,18895000000,17568000000,7177000000,990000000,None,5901000000,None,-198000000,713000000,198000000,31021000000,None,None,4286000000,2156000000,779000000,198000000,2309000000,2403000000,2354000000,6640000000,1377000000,CVX
12/31/2020,USD,5498000000,25246000000,19748000000,15047000000,-529000000,1129000000,None,5892000000,None,-237000000,369000000,237000000,24589000000,None,None,4486000000,-966000000,-301000000,237000000,-88000000,-1770000000,-729000000,3719000000,-665000000,CVX
9/30/2020,USD,9949000000,24451000000,14502000000,13448000000,4513000000,832000000,None,5436000000,None,-164000000,346000000,164000000,23997000000,None,None,4017000000,-42000000,165000000,164000000,-209000000,36000000,122000000,4139000000,-207000000,CVX
6/30/2020,USD,2667000000,13494000000,10827000000,8144000000,-4432000000,1569000000,None,7099000000,None,-172000000,2903000000,172000000,15926000000,None,None,6717000000,-10590000000,-2320000000,172000000,-8277000000,-8136000000,-10418000000,-3701000000,-8270000000,CVX
3/31/2020,USD,15211000000,31501000000,16290000000,15509000000,9237000000,683000000,None,5748000000,None,-162000000,1260000000,162000000,30334000000,None,None,4288000000,4163000000,564000000,162000000,3581000000,3705000000,4325000000,8613000000,3599000000,CVX
12/31/2019,USD,3377000000,36350000000,32973000000,19693000000,-3739000000,1129000000,None,5855000000,None,-197000000,258000000,197000000,35307000000,None,None,16429000000,-8348000000,-1738000000,197000000,-2698000000,-8331000000,-8151000000,8259000000,-6610000000,CVX
9/30/2019,USD,15159000000,36116000000,20957000000,19882000000,8880000000,954000000,None,6279000000,None,-197000000,1023000000,197000000,34779000000,None,None,4361000000,4049000000,1469000000,197000000,2580000000,2668000000,4246000000,8607000000,2580000000,CVX
6/30/2019,USD,16842000000,38850000000,22008000000,20835000000,10579000000,1076000000,None,6263000000,None,-198000000,987000000,198000000,36323000000,None,None,4334000000,5950000000,1645000000,198000000,4290000000,4407000000,6148000000,10482000000,4305000000,CVX
3/31/2019,USD,14412000000,35200000000,20788000000,19703000000,8542000000,984000000,None,5950000000,None,-225000000,592000000,225000000,33968000000,None,None,4094000000,3964000000,1315000000,225000000,2647000000,2734000000,4189000000,8283000000,2649000000,CVX
12/31/2018,USD,15093000000,42352000000,27259000000,23920000000,8368000000,1080000000,453000000,6666000000,None,-363000000,None,363000000,40714000000,None,None,5252000000,4905000000,1175000000,363000000,10050000000,4013000000,5268000000,10347000000,3730000000,CVX
9/30/2018,USD,18130000000,43987000000,25857000000,24681000000,12127000000,1018000000,None,6003000000,None,-182000000,None,182000000,42105000000,None,None,5380000000,5687000000,1640000000,182000000,4059000000,4150000000,5869000000,11252000000,4047000000,CVX
6/30/2018,USD,16373000000,42236000000,25863000000,24744000000,10143000000,1017000000,None,6230000000,None,-217000000,None,217000000,40491000000,None,None,4498000000,4892000000,1483000000,217000000,3425000000,3500000000,5109000000,9607000000,3409000000,CVX
3/31/2023,USD,8130000000,14487000000,6357000000,3926000000,1308000000,2479000000,4276000000,6822000000,112000000,-242000000,429000000,242000000,-61000000,-89000000,448000000,None,3646000000,825000000,242000000,2821000000,2706000000,3888000000,3873000000,2821000000,MRK
12/31/2022,USD,4345000000,13830000000,9485000000,3881000000,-5105000000,2687000000,3775000000,9450000000,95000000,-235000000,80000000,235000000,-1017000000,75000000,430000000,892000000,3512000000,495000000,235000000,3017000000,2992000000,3747000000,3536000000,3017000000,MRK
9/30/2022,USD,8471000000,14959000000,6488000000,3934000000,1458000000,2520000000,4399000000,7013000000,40000000,-244000000,350000000,244000000,-96000000,-429000000,499000000,959000000,3578000000,330000000,244000000,3248000000,2832000000,3822000000,4200000000,3248000000,MRK
6/30/2022,USD,7750000000,14593000000,6843000000,4216000000,2298000000,2512000000,2798000000,5452000000,15000000,-240000000,15000000,240000000,-86000000,-438000000,474000000,938000000,4482000000,538000000,240000000,3944000000,3986000000,4722000000,5209000000,3944000000,MRK
3/31/2022,USD,8266000000,15901000000,7635000000,5380000000,3314000000,2323000000,2576000000,4952000000,7000000,-243000000,7000000,243000000,-39000000,-708000000,421000000,1120000000,4864000000,554000000,243000000,4310000000,4370000000,5107000000,5675000000,4310000000,MRK
12/31/2021,USD,4794000000,13521000000,8727000000,3874000000,-3180000000,2830000000,3068000000,7974000000,9000000,-209000000,381000000,209000000,1305000000,334000000,430000000,835000000,3843000000,85000000,209000000,3820000000,3919000000,4052000000,4887000000,3758000000,MRK
9/30/2021,USD,7221000000,13154000000,5933000000,3450000000,2333000000,2336000000,2445000000,4888000000,7000000,-196000000,684000000,196000000,-46000000,450000000,399000000,759000000,5262000000,695000000,196000000,4567000000,4605000000,5458000000,6217000000,4567000000,MRK
6/30/2021,USD,6045000000,11402000000,5357000000,3104000000,-639000000,2281000000,4321000000,6684000000,9000000,-202000000,9000000,202000000,-114000000,103000000,371000000,690000000,2048000000,503000000,202000000,1213000000,3090000000,2250000000,2940000000,1545000000,MRK
3/31/2021,USD,5568000000,10627000000,6512000000,3199000000,172000000,2187000000,2412000000,5396000000,11000000,-200000000,11000000,200000000,-47000000,455000000,378000000,930000000,3417000000,238000000,200000000,2745000000,3191000000,3617000000,4585000000,3179000000,MRK
12/31/2020,USD,85000000,10948000000,12430000000,5029000000,-12729000000,2619000000,5788000000,12814000000,11000000,-207000000,11000000,207000000,-56000000,253000000,459000000,904000000,-2025000000,69000000,207000000,-2617000000,-2345000000,-1818000000,-885000000,-2094000000,MRK
9/30/2020,USD,6594000000,10929000000,5957000000,3013000000,640000000,2060000000,3349000000,5954000000,9000000,-203000000,156000000,203000000,-10000000,312000000,402000000,852000000,3321000000,380000000,203000000,2324000000,2951000000,3524000000,4479000000,2941000000,MRK
6/30/2020,USD,5332000000,9353000000,5540000000,2747000000,748000000,2085000000,2085000000,4584000000,14000000,-209000000,14000000,209000000,-24000000,387000000,397000000,1048000000,3398000000,396000000,209000000,2341000000,3000000000,3607000000,4768000000,3002000000,MRK
3/31/2020,USD,6208000000,12057000000,5849000000,3312000000,1372000000,2555000000,2209000000,4836000000,25000000,-212000000,25000000,212000000,-54000000,-71000000,411000000,821000000,3838000000,619000000,212000000,2471000000,3021000000,4050000000,4871000000,3219000000,MRK
12/31/2019,USD,3076000000,4149000000,8792000000,1573000000,-4731000000,1729000000,2400000000,7807000000,49000000,-219000000,49000000,219000000,-21000000,233000000,None,936000000,2662000000,306000000,219000000,-1724000000,1553000000,2881000000,3939000000,2356000000,MRK
9/30/2019,USD,5102000000,12397000000,7295000000,3990000000,-1535000000,2589000000,3204000000,6637000000,61000000,-231000000,61000000,231000000,-38000000,-35000000,None,845000000,2341000000,440000000,231000000,1907000000,1873000000,2572000000,3417000000,1901000000,MRK
6/30/2019,USD,5650000000,11760000000,6110000000,3401000000,612000000,2712000000,2189000000,5038000000,75000000,-233000000,75000000,233000000,-27000000,-140000000,None,973000000,3285000000,615000000,233000000,2644000000,2654000000,3518000000,4491000000,2670000000,MRK
3/31/2019,USD,5223000000,10816000000,5593000000,3052000000,610000000,2425000000,1931000000,4613000000,89000000,-209000000,246000000,209000000,-101000000,-188000000,None,898000000,3120000000,205000000,209000000,2862000000,3114000000,3329000000,4227000000,2915000000,MRK
12/31/2018,USD,1860000000,10998000000,9138000000,3289000000,-6331000000,2643000000,2214000000,8191000000,86000000,-203000000,None,203000000,-26000000,-110000000,None,1095000000,2653000000,826000000,203000000,1778000000,1433000000,2856000000,3951000000,1827000000,MRK
9/30/2018,USD,4680000000,10794000000,6114000000,3619000000,-2000000,2443000000,2068000000,4682000000,92000000,-190000000,None,190000000,-42000000,172000000,None,1061000000,2657000000,707000000,190000000,1958000000,1921000000,2847000000,3908000000,1950000000,MRK
6/30/2018,USD,4442000000,10465000000,6023000000,3417000000,-568000000,2508000000,2274000000,5010000000,81000000,-194000000,None,194000000,-71000000,48000000,None,1226000000,2077000000,370000000,194000000,1716000000,1645000000,2271000000,3497000000,1707000000,MRK
3/31/2023,USD,2542000000,12225000000,9683000000,3986000000,2768000000,3039000000,2442000000,8139000000,99000000,-553000000,None,553000000,-35000000,-1804000000,179000000,1948000000,473000000,234000000,553000000,241000000,206000000,1026000000,2974000000,239000000,ABBV
12/31/2022,USD,10951000000,15121000000,4170000000,4170000000,5502000000,3417000000,2033000000,7411000000,90000000,-566000000,90000000,566000000,58014000000,-2021000000,196000000,1961000000,2966000000,493000000,566000000,10951000000,3717000000,3532000000,5493000000,2473000000,ABBV
9/30/2022,USD,3716000000,14812000000,11096000000,5022000000,4603000000,3304000000,1654000000,7728000000,63000000,-560000000,63000000,560000000,-36000000,330000000,181000000,2000000000,4397000000,448000000,560000000,3952000000,3702000000,4957000000,6957000000,3949000000,ABBV
6/30/2022,USD,3201000000,14583000000,11382000000,4170000000,3295000000,5412000000,1878000000,9090000000,24000000,-556000000,24000000,556000000,-47000000,-1533000000,203000000,1800000000,1179000000,255000000,556000000,928000000,712000000,1735000000,3535000000,924000000,ABBV
3/31/2022,USD,4504000000,13538000000,9034000000,4052000000,4717000000,3127000000,1642000000,6624000000,9000000,-548000000,9000000,548000000,-25000000,776000000,198000000,1855000000,4926000000,436000000,548000000,4493000000,4405000000,5474000000,7329000000,4490000000,ABBV
12/31/2021,USD,10566000000,14886000000,4320000000,4320000000,5074000000,3260000000,2232000000,7280000000,9000000,-580000000,9000000,580000000,56181000000,-216000000,173000000,1788000000,4270000000,226000000,580000000,10566000000,4301000000,4850000000,6638000000,4044000000,ABBV
9/30/2021,USD,4969000000,14342000000,9373000000,4390000000,4306000000,3083000000,2063000000,7046000000,11000000,-596000000,11000000,596000000,-12000000,-21000000,223000000,1900000000,3687000000,508000000,596000000,3180000000,3126000000,4283000000,6183000000,3179000000,ABBV
6/30/2021,USD,4272000000,13959000000,9687000000,4523000000,4441000000,3164000000,1899000000,7063000000,9000000,-615000000,9000000,615000000,-14000000,-2658000000,201000000,2000000000,1160000000,394000000,615000000,769000000,958000000,1775000000,3775000000,766000000,ABBV
3/31/2021,USD,3946000000,13010000000,9064000000,4213000000,4103000000,2842000000,1852000000,6703000000,10000000,-632000000,10000000,632000000,-9000000,395000000,206000000,2009000000,3865000000,312000000,632000000,3555000000,3375000000,4497000000,6506000000,3553000000,ABBV
12/31/2020,USD,9174000000,13858000000,4684000000,4684000000,3753000000,3231000000,2190000000,7254000000,11000000,-629000000,11000000,629000000,45787000000,-4625000000,227000000,1833000000,-1509000000,-1545000000,629000000,9174000000,178000000,-880000000,953000000,36000000,ABBV
9/30/2020,USD,2906000000,12902000000,9996000000,5050000000,3255000000,2846000000,1751000000,6697000000,10000000,-630000000,10000000,630000000,-20000000,-115000000,175000000,2100000000,2495000000,187000000,630000000,2313000000,2484000000,3125000000,5225000000,2308000000,ABBV
6/30/2020,USD,1787000000,10425000000,8638000000,3711000000,752000000,3527000000,2435000000,7362000000,18000000,-632000000,18000000,632000000,-29000000,-802000000,149000000,1400000000,-692000000,46000000,632000000,-739000000,-476000000,-60000000,1340000000,-738000000,ABBV
3/31/2020,USD,4521000000,8619000000,4098000000,1942000000,3603000000,1695000000,1379000000,3535000000,135000000,-563000000,135000000,563000000,-5000000,-72000000,115000000,444000000,3098000000,88000000,563000000,3010000000,2909000000,3661000000,4105000000,3010000000,ABBV
12/31/2019,USD,6698000000,8704000000,2006000000,2006000000,3956000000,1951000000,1681000000,3704000000,104000000,-559000000,104000000,559000000,33255000000,-416000000,118000000,391000000,3074000000,273000000,559000000,6698000000,1733000000,3633000000,4024000000,2801000000,ABBV
9/30/2019,USD,6559000000,8479000000,1920000000,1920000000,2617000000,1657000000,2285000000,4353000000,60000000,-480000000,60000000,480000000,-19000000,-177000000,114000000,389000000,2001000000,117000000,480000000,1884000000,1847000000,2481000000,2870000000,1884000000,ABBV
6/30/2019,USD,6436000000,8255000000,1819000000,1819000000,3400000000,1654000000,1382000000,3443000000,49000000,-358000000,49000000,358000000,-6000000,-2278000000,114000000,388000000,807000000,66000000,358000000,741000000,766000000,1165000000,1553000000,741000000,ABBV
3/31/2019,USD,6134000000,7828000000,1694000000,1694000000,3010000000,1680000000,1444000000,3676000000,62000000,-387000000,331000000,387000000,-6000000,-135000000,118000000,385000000,2544000000,88000000,387000000,2456000000,2420000000,2931000000,3316000000,2456000000,ABBV
12/31/2018,USD,6283000000,8305000000,2022000000,2022000000,-2441000000,1929000000,6795000000,14128000000,61000000,-380000000,None,380000000,8299000000,393000000,122000000,320000000,-2373000000,-547000000,380000000,6283000000,-1747000000,-1993000000,-1673000000,-1826000000,ABBV
9/30/2018,USD,6401000000,8236000000,1835000000,1835000000,3159000000,1919000000,1323000000,3584000000,37000000,-339000000,None,339000000,8234000000,-94000000,115000000,320000000,2761000000,14000000,339000000,2747000000,2827000000,3100000000,3420000000,2747000000,ABBV
6/30/2018,USD,6344000000,8278000000,1934000000,1934000000,2762000000,1760000000,1322000000,3407000000,48000000,-320000000,None,320000000,8270000000,-470000000,119000000,324000000,2012000000,29000000,320000000,1983000000,1974000000,2332000000,2656000000,1983000000,ABBV
3/31/2023,EUR,3413200000,6746200000,3333000000,3333000000,2205000000,260300000,947900000,1208200000,None,12200000,None,12200000,None,None,None,170300000,2217200000,302600000,None,1914600000,None,2205000000,2375300000,1914600000,ASML
12/31/2022,EUR,3310900000,6430200000,3119300000,3119300000,2124200000,280400000,906300000,1186700000,None,-3100000,None,19300000,None,None,None,183200000,2121100000,357300000,None,1763800000,None,2124200000,2307400000,1763800000,ASML
9/30/2022,EUR,2993700000,5778300000,2784600000,2784600000,1938500000,207700000,819400000,1055200000,None,-15600000,None,15100000,None,None,None,137900000,1923400000,252000000,None,654600000,None,1938500000,2076400000,1671400000,ASML
6/30/2022,EUR,2664500000,5430500000,2766000000,2766000000,1653400000,222000000,789100000,1011100000,None,-10800000,None,10800000,None,None,None,131500000,1642600000,246200000,None,1396400000,None,1653400000,1784900000,1396400000,ASML
3/31/2022,EUR,1731000000,3534400000,1803400000,1803400000,784600000,207700000,738700000,946400000,None,-15600000,None,15600000,None,None,None,131000000,769000000,114400000,None,654600000,None,784600000,915600000,654600000,ASML
12/31/2021,EUR,2700600000,4985600000,2285000000,2285000000,2031200000,202500000,680600000,883100000,None,-12200000,None,12200000,None,None,None,124200000,2019000000,316000000,None,1703000000,None,2031200000,2155400000,1703000000,ASML
9/30/2021,EUR,2711400000,5241300000,2529900000,2529900000,1919300000,182900000,609200000,792100000,None,-10500000,None,10500000,None,None,None,116200000,1908800000,270900000,None,1637900000,None,1898300000,2014500000,1637900000,ASML
6/30/2021,EUR,2044600000,4020200000,1975600000,1975600000,1239000000,171800000,633800000,805600000,None,-9800000,None,9800000,None,None,None,112700000,1229200000,204200000,None,1025000000,None,1219400000,1332100000,1025000000,ASML
3/31/2021,EUR,2352400000,4363900000,2011500000,2011500000,1560600000,168400000,623400000,791800000,None,-12100000,None,12100000,None,None,None,117900000,1548500000,230300000,None,1318200000,None,1536400000,1654300000,1318200000,ASML
12/31/2020,EUR,2211100000,4254100000,2043000000,2043000000,1503700000,151500000,555900000,707400000,None,-8000000,None,8000000,None,None,None,125400000,1495700000,170200000,None,1325500000,None,1487700000,1613100000,1325500000,ASML
9/30/2020,EUR,1881400000,3958000000,2076600000,2076600000,1215900000,131500000,534000000,2076600000,None,-8400000,None,8400000,None,None,None,122000000,1228000000,166500000,None,1041000000,None,1236400000,1358400000,1061500000,ASML
6/30/2020,EUR,1603200000,3325700000,1722500000,1722500000,905100000,131200000,566900000,698100000,None,-7100000,None,7100000,None,None,None,125100000,898000000,166400000,None,731600000,None,890900000,1016000000,731600000,ASML
3/31/2020,EUR,1101400000,2440600000,1339200000,1339200000,426700000,130700000,544000000,674700000,None,-11400000,None,11400000,None,0,None,118300000,415300000,48500000,None,366800000,None,426700000,545000000,366800000,ASML
12/31/2019,EUR,1940100000,4036400000,2096300000,2096300000,1276500000,147600000,516100000,663700000,None,-4900000,4900000,4800000,None,0,None,122900000,1271700000,124500000,None,1147200000,None,1266900000,1389800000,1147200000,ASML
9/30/2019,EUR,1306400000,2986500000,1680100000,1680100000,685600000,128500000,492300000,620800000,None,-5400000,None,5400000,None,0,None,112400000,680200000,65000000,None,615200000,None,674800000,787200000,615200000,ASML
6/30/2019,EUR,1105200000,2567900000,1462700000,1462700000,494300000,123500000,487400000,610900000,None,-6900000,6900000,6900000,None,0,None,108400000,487400000,19100000,None,468300000,None,480500000,588900000,468300000,ASML
3/31/2019,EUR,928000000,2229100000,1301100000,1301100000,334300000,121000000,472700000,593700000,None,-7900000,None,7900000,None,0,None,104800000,326400000,-17000000,None,343400000,None,318500000,423300000,343400000,ASML
12/31/2018,EUR,1392900000,3142500000,1749600000,1749600000,815900000,134600000,442400000,577000000,None,None,None,7500000,None,0,None,110400000,808400000,40100000,None,1188502141,None,800900000,911300000,768300000,ASML
9/30/2018,EUR,1335900000,2776100000,1440200000,1440200000,817800000,121800000,396300000,518100000,None,None,None,8100000,None,0,None,110000000,809700000,129600000,None,787682333.9,None,801600000,911600000,680100000,ASML
6/30/2018,EUR,1186900000,2740400000,1553500000,1553500000,689400000,136638733.7,380100000,497500000,None,None,None,2200000,None,None,None,99700000,687200000,107500000,None,632216014.9,None,685000000,784700000,579700000,ASML
3/31/2018,EUR,1113500000,2285000000,1171500000,1171500000,642200000,580641000,357100000,471300000,None,None,None,10500000,None,None,None,102600000,631700000,74400000,None,580500000,None,621200000,723800000,557300000,ASML
3/31/2023,USD,8974000000,10879000000,1905000000,1905000000,2549000000,4193000000,2611000000,6666000000,None,-287000000,78000000,365000000,None,None,None,1339000000,2262000000,458000000,None,1804000000,None,2549000000,3888000000,1803000000,AZN
12/31/2022,USD,8307000000,11207000000,2900000000,2900000000,-342000000,4777000000,2625000000,7213000000,None,-315000000,45000000,360000000,None,None,None,1480000000,778000000,-124000000,None,902000000,None,-342000000,1138000000,901000000,AZN
9/30/2022,USD,8000000000,10982000000,2982000000,2982000000,1245000000,3285000000,2357000000,6591000000,None,-324000000,15000000,339000000,None,None,None,1514000000,922000000,-720000000,None,1642000000,None,1245000000,2759000000,1640000000,AZN
6/30/2022,USD,7773000000,10771000000,2998000000,2998000000,539000000,4810000000,2546000000,7234000000,None,-293000000,18000000,311000000,None,None,None,1376000000,247000000,-113000000,None,360000000,None,539000000,1915000000,360000000,AZN
3/31/2022,USD,7879000000,11390000000,3511000000,3511000000,878000000,4965000000,2133000000,7001000000,None,-319000000,17000000,336000000,None,None,None,1320000000,553000000,165000000,None,388000000,None,878000000,2198000000,386000000,AZN
12/31/2021,USD,7386000000,12011000000,4625000000,4625000000,-2052000000,5241000000,4145000000,9438000000,None,-335000000,1000000,312000000,None,None,None,3919000000,-636000000,-290000000,None,-346000000,None,-2052000000,1867000000,-346000000,AZN
9/30/2021,USD,6109000000,9866000000,3757000000,3757000000,-1329000000,2986000000,2152000000,7438000000,None,-320000000,15000000,335000000,None,None,None,2450000000,-2001000000,-350000000,None,-1651000000,None,-1329000000,1121000000,-1651000000,AZN
6/30/2021,USD,6029000000,8220000000,2191000000,2191000000,1127000000,3201000000,1829000000,4902000000,None,-319000000,7000000,326000000,None,None,None,716000000,764000000,214000000,None,550000000,None,1127000000,1843000000,550000000,AZN
3/31/2021,USD,5456000000,7320000000,1864000000,1864000000,1895000000,3028000000,1713000000,3561000000,None,-283000000,20000000,303000000,None,None,None,812000000,1608000000,46000000,None,1562000000,None,1895000000,2707000000,1561000000,AZN
12/31/2020,USD,5885000000,7410000000,1525000000,1525000000,1487000000,3319000000,2048000000,6227000000,None,-314000000,7000000,287000000,None,None,None,771000000,1167000000,162000000,None,1005000000,None,1487000000,2258000000,1012000000,AZN
9/30/2020,USD,5208000000,6578000000,1370000000,1370000000,1171000000,2270000000,1453000000,3886000000,None,-317000000,7000000,324000000,None,None,None,804000000,853000000,202000000,None,651000000,None,1171000000,1975000000,648000000,AZN
6/30/2020,USD,5291000000,6275000000,984000000,984000000,1284000000,2279000000,1389000000,4007000000,None,-307000000,323000000,329000000,None,None,None,734000000,961000000,223000000,None,738000000,None,1284000000,2018000000,756000000,AZN
3/31/2020,USD,4934000000,6354000000,1420000000,1420000000,1220000000,2264000000,1388000000,3714000000,None,-281000000,285000000,332000000,None,None,None,918000000,935000000,185000000,None,750000000,None,1220000000,2138000000,780000000,AZN
12/31/2019,USD,5286000000,6664000000,1378000000,1378000000,577000000,2711000000,2173000000,4862000000,None,-289000000,337000000,321000000,None,None,None,1663000000,240000000,-37000000,None,277000000,None,577000000,2240000000,313000000,AZN
9/30/2019,USD,5055000000,6406000000,1351000000,1351000000,757000000,2294000000,1328000000,4243000000,None,-316000000,348000000,353000000,None,None,None,740000000,409000000,129000000,None,280000000,None,757000000,1497000000,299000000,AZN
6/30/2019,USD,4760000000,5823000000,1063000000,1063000000,493000000,2273000000,1356000000,4267000000,None,-320000000,352000000,361000000,None,None,None,759000000,141000000,34000000,None,107000000,None,493000000,1252000000,130000000,AZN
3/31/2019,USD,4362000000,5491000000,1129000000,1129000000,1097000000,2144000000,1266000000,3265000000,None,-312000000,339000000,367000000,None,None,None,734000000,758000000,195000000,None,563000000,None,1097000000,1831000000,593000000,AZN
12/31/2018,USD,4780000000,6417000000,1637000000,1637000000,1077000000,3244000000,2012000000,5580000000,None,None,None,284000000,None,None,None,1624000000,730000000,-279000000,None,1009000000,None,1077000000,2701000000,1034000000,AZN
9/30/2018,USD,4187000000,5340000000,1153000000,1153000000,851000000,2470000000,1279000000,3336000000,None,None,None,364000000,None,None,None,713000000,477000000,71000000,None,406000000,None,851000000,1564000000,431000000,AZN
6/30/2018,USD,4143000000,5155000000,1012000000,1012000000,763000000,2587000000,1362000000,3380000000,None,None,None,375000000,None,None,None,739000000,412000000,93000000,None,319000000,None,763000000,1502000000,350000000,AZN
3/31/2018,USD,4044000000,5178000000,1134000000,1134000000,696000000,3754000000,1279000000,3348000000,None,None,None,343000000,None,None,None,754000000,374000000,58000000,None,316000000,None,696000000,1450000000,340000000,AZN
3/31/2023,USD,9277000000,13208000000,3931000000,3931000000,2856000000,3443000000,2794000000,6421000000,None,-115000000,96000000,211000000,None,None,None,2091000000,2740000000,446000000,None,2294000000,None,2856000000,4947000000,2293000000,NVS
12/31/2022,USD,9014000000,13087000000,4073000000,4073000000,1949000000,3747000000,2442000000,7065000000,None,-21000000,222000000,219000000,None,None,None,1959000000,1741000000,275000000,None,1466000000,None,1949000000,3908000000,1466000000,NVS
9/30/2022,USD,9036000000,12842000000,3806000000,3806000000,2168000000,3404000000,2736000000,6868000000,None,-245000000,219000000,215000000,None,None,None,1992000000,1919000000,344000000,None,1575000000,None,2168000000,4160000000,1573000000,NVS
6/30/2022,USD,9334000000,13085000000,3751000000,3751000000,2228000000,3581000000,2498000000,7106000000,None,-186000000,202000000,202000000,None,None,None,1818000000,2042000000,347000000,None,1695000000,None,2228000000,4046000000,1694000000,NVS
3/31/2022,USD,8958000000,12814000000,3856000000,3856000000,2852000000,3512000000,2320000000,6106000000,None,-181000000,203000000,201000000,None,None,None,1423000000,2669000000,450000000,None,2219000000,None,2852000000,4275000000,2222000000,NVS
12/31/2021,USD,9546000000,13522000000,3976000000,3976000000,17159000000,3984000000,2409000000,6984000000,None,-232000000,14415000000,206000000,None,None,None,1519000000,16951000000,645000000,None,16306000000,None,17159000000,18678000000,16306000000,NVS
